"sort_to_sheet","mat_type_code","mat_type","first_item_itype","call_number","isbn","bib_record_num","bib_record_id","publish_year","cataloging_date","best_title","best_title_norm","call_number","volume_statement","oldest_hold_date","newest_hold_date","bib_locations","abbv_bib_locations","count_active_holds","count_active_copies","count_copies_on_order"
"irf","a","Book","0","796.502 k17","9780919364622","b2483210a","420909278218","1974","1992-03-22","The complete outdoorsman's handbook : a guide to outdoor living and wilderness survival","complete outdoorsmans handbook a guide to outdoor living and wilderness survival","796.502 k17","","2019-03-08","2019-03-08","3ra,2ea","3r,2e","1","0","0"
"irf","a","Book","0","646.7 s143","9780786880003","b1678196a","420908473204","1994","1995-06-29","Simplify your life : 100 ways to slow down and enjoy the things that really matter","simplify your life 100 ways to slow down and enjoy the things that really matter","646.7 s143","","2019-06-26","2019-06-26","2sa","2s","1","0","0"
"irf","a","Book","0","788.01 qw785","","b1040571a","420907835579","1969","1992-03-22","The brass instruments; performance and instructional techniques","brass instruments performance and instructional techniques","788.01 qw785","","2019-04-29","2019-04-29","3aa","3a","1","0","0"
"irf","a","Book","0","070.5025 i59","15481344","b2242862a","420909037870","2004","2010-10-14","Jeff Herman's guide to book publishers, editors, & literary agents.","jeff hermans guide to book publishers editors and literary agents","070.5025 i59","2011","2019-03-01","2019-03-01","2ra,3la","2r,3l","1","0","0"
"irf","a","Book","0","833.912 k11  zbe","9781934633069","b2639504a","420909434512","2008","2008-06-17","The tremendous world I have inside my head : Franz Kafka : a biographical essay","tremendous world i have inside my head franz kafka a biographical essay","833.912 k11  zbe","","2019-05-13","2019-05-13","3ra","3r","1","0","0"
"irf","a","Book","0","248.842 j25","9780399151965","b2362405a","420909157413","2004","2004-07-31","He-motions : even strong men struggle","he motions even strong men struggle","248.842 j25","","2018-11-20","2018-11-20","gra,osa","gr,os","1","0","0"
"irf","a","Book","0","616.895 g855 zg     2016","9781619027268","b3177499a","420909972507","2016","2016-06-13","Tristimania : a diary of manic depression","tristimania a diary of manic depression","616.895 g855 zg     2016","","2019-06-22","2019-06-22","2ra","2r","1","0","0"
"irf","a","Book","0","917.8604 w458      2016","9781581573503","b3159789a","420909954797","2016","2016-04-14","Backroads & byways of Montana : drives, day trips & weekend excursions","backroads and byways of montana drives day trips and weekend excursions","917.8604 w458      2016","","2019-05-18","2019-05-18","3ra","3r","1","0","0"
"irf","a","Book","0","362.198929 l784 zl,     1995","9780062510600","b1621386a","420908416394","1995","1995-04-25","Only spring : on mourning the death of my son","only spring on mourning the death of my son","362.198929 l784 zl,     1995","","2018-11-29","2018-11-29","2ra","2r","1","0","0"
"irf","a","Book","0","370.117 g285 c","9780807739556","b1851028a","420908646036","2000","2001-05-30","Culturally responsive teaching : theory, research, and practice","culturally responsive teaching theory research and practice","370.117 g285 c","","2019-03-11","2019-03-11","2ra","2r","1","0","0"
"irf","a","Book","0","759.9492 qb742 gzb","9783791326740","b2204815a","420908999823","2002","2004-03-05","Hieronymus Bosch, Garden of earthly delights","hieronymus bosch garden of earthly delights","759.9492 qb742 gzb","","2019-02-23","2019-02-23","3aa","3a","1","0","0"
"irf","a","Book","0","625.261097 qs689","9780760303368","b1740983a","420908535991","1998","1998-08-04","American steam locomotive","american steam locomotive","625.261097 qs689","","2019-06-08","2019-06-08","3ra","3r","1","0","0"
"irf","a","Book","0","636.753709 m966 zm","9781440502309","b2584043a","420909379051","2010","2010-09-15","Fixing Freddie : a true story about a boy, a mom, and a very, very bad beagle","fixing freddie a true story about a boy a mom and a very very bad beagle","636.753709 m966 zm","","2019-06-29","2019-06-29","dta","dt","1","0","0"
"irf","a","Book","0","799.1758 qs715","9781558218956","b1884344a","420908679352","1999","1999-09-29","The Field & stream bass-fishing handbook","field and stream bass fishing handbook","799.1758 qs715","","2019-04-28","2019-04-28","3ra","3r","1","0","0"
"irf","a","Book","0","919.30437 qn532","","b1540715a","420908335723","999","1995-01-18","New Zealand travel & accommodation guide.","new zealand travel and accommodation guide","919.30437 qn532","1994","2018-08-27","2018-08-27","3ha","3h","1","0","0"
"irf","a","Book","0","641.5636 b126 ,     1981","9780940676039","b1271195a","420908066203","1981","2004-08-09","The Back to Eden cookbook","back to eden cookbook","641.5636 b126 ,     1981","","2019-01-13","2019-01-13","2sa","2s","1","0","0"
"irf","a","Book","10","338.0025 qn2771","15536025","b1861708a","420908656716","2004","2019-02-27","National minority and women-owned business directory.","national minority and women owned business directory","338.0025 qn2771","2019","2019-03-01","2019-03-01","2ra,2ga","2r,2g","1","0","0"
"irf","a","Book","0","780.92 d289 zdeb","9780300076264","b1868473a","420908663481","1999","2000-05-05","Debussy in performance","debussy in performance","780.92 d289 zdeb","","2019-03-20","2019-03-20","3ra","3r","1","0","0"
"irf","a","Book","10","755.2 qc532","","b1241083a","420908036091","1954","1992-03-22","Masterpieces of religious art; exhibition held in connection with the Second Assembly of the World Council of Churches, July 15 through August 31, 1954.","masterpieces of religious art exhibition held in connection with the second assembly of the world council of churches july 15 through august 31 1954","755.2 qc532","","2019-02-06","2019-02-06","3aa","3a","1","0","0"
"irf","a","Book","0","643.7 qc987 ,     2002","9781589230460","b2246276a","420909041284","2002","2004-04-14","Customizing your home : 39 step-by-step projects for turning your new house into a home","customizing your home 39 step by step projects for turning your new house into a home","643.7 qc987 ,     2002","","2019-04-10","2019-04-10","3ra","3r","1","0","0"
"irf","a","Book","0","821.1 c496 ztra","9780874133066","b1155590a","420907950598","1987","1992-03-22","Chaucer : the earlier poetry : a study in poetic development","chaucer the earlier poetry a study in poetic development","821.1 c496 ztra","","2019-04-01","2019-04-01","3la","3l","1","0","0"
"irf","a","Book","0","305.48896 g618","9780385507868","b2241541a","420909036549","2004","2004-04-22","Don't play in the sun : one woman's journey through the color complex","dont play in the sun one womans journey through the color complex","305.48896 g618","","2019-05-10","2019-05-10","bha,wya","bh,wy","1","0","0"
"irf","a","Book","10","977.199 qg67       1912","","b2328717a","420909123725","1912","1992-03-22","Cincinnati, the Queen City, 1788-1912","cincinnati the queen city 1788 1912","977.199 qg67       1912","","2019-04-16","2019-04-16","cra,hpa,maa,ymhs,3ca,3ga,3ha,3ea","cr,hp,ma,ym,3c,3g,3h,3e","1","0","0"
"irf","a","Book","0","780 qb862 zw","9780520016798","b1115906a","420907910914","1970","1992-03-22","Benjamin Britten, his life and operas.","benjamin britten his life and operas","780 qb862 zw","","2019-07-05","2019-07-05","3aa","3a","1","0","0"
"irf","c","Music Score","157","m3.064 fj76  l","9781423484684","b2761044a","420909556052","2009","2010-01-28","Lines, vines and trying times","lines vines and trying times","m3.064 fj76  l","","2019-06-07","2019-06-07","3ra","3r","1","0","0"
"irf","a","Book","0","822.33 t7   ba","9780812969153","b2640669a","420909435677","2009","2009-08-20","Othello","othello","822.33 t7   ba","","2019-06-04","2019-06-04","gra,haa,3ra","gr,ha,3r","1","0","0"
"irf","c","Music Score","157","m6.2164 fc737      1999","9780769292649","b2572113a","420909367121","1999","2006-07-24","Complete advanced piano solos : music for all occasions","complete advanced piano solos music for all occasions","m6.2164 fc737      1999","","2019-04-22","2019-04-22","3ra","3r","1","0","0"
"irf","a","Book","0","954.035092 g195 zf     1950","","b1299263a","420908094271","1950","1992-03-22","The life of Mahatma Gandhi","life of mahatma gandhi","954.035092 g195 zf     1950","","2019-01-13","2019-01-13","3ha","3h","1","0","0"
"irf","a","Book","0","305.896 f855 ,     2003","9780768430103","b2577206a","420909372214","2003","2005-03-30","Return to glory : the powerful stirring of the black race","return to glory the powerful stirring of the black race","305.896 f855 ,     2003","","2018-10-24","2018-10-24","2ra","2r","1","0","0"
"irf","a","Book","0","761 qb354 d","9780891347903","b2767661a","420909562669","1997","2011-07-26","The decorative stamping sourcebook : 200+ designs for making stamps to decorate your home","decorative stamping sourcebook 200+ designs for making stamps to decorate your home","761 qb354 d","","2019-06-15","2019-06-15","osa","os","1","0","0"
"irf","a","Book","0","618.9289 r573 ,     1997","9780878339631","b1751008a","420908546016","1997","1998-08-12","The defiant child : a parent's guide to oppositional defiant disorder","defiant child a parents guide to oppositional defiant disorder","618.9289 r573 ,     1997","","2019-01-28","2019-01-28","haa","ha","1","0","0"
"irf","a","Book","0","618.92855 a267","9780312287542","b2052711a","420908847719","2003","2003-09-08","The late talker : what to do if your child isn't talking yet","late talker what to do if your child isnt talking yet","618.92855 a267","","2019-05-29","2019-05-29","3ra,osa","3r,os","1","0","0"
"irf","a","Book","0","917.304927 k73  ,     1980","","b2324563a","420909119571","1980","1992-03-22","Know your America : a guide to every state in the Union","know your america a guide to every state in the union","917.304927 k73  ,     1980","v.01","2019-04-01","2019-04-01","3ha","3h","1","0","0"
"irf","a","Book","0","940.530869 g885 ,     2000","9780812933017","b1925703a","420908720711","2000","2000-07-11","Haven : the dramatic story of 1000 World War II refugees and how they came to America","haven the dramatic story of 1000 world war ii refugees and how they came to america","940.530869 g885 ,     2000","","2019-03-19","2019-03-19","3ra,osa","3r,os","1","0","0"
"irf","a","Book","0","133.2548 qs592      2015","9781583949085","b3072615a","420909867623","2015","2015-08-12","The book of stones : who they are & what they teach","book of stones who they are and what they teach","133.2548 qs592      2015","","2019-06-30","2019-06-30","haa,2ra","ha,2r","1","0","0"
"irf","a","Book","0","302.2 c967      2008","9781600374913","b2733746a","420909528754","2008","2011-05-13","35 dumb things well-intended people say : surprising things we say that widen the diversity gap","35 dumb things well intended people say surprising things we say that widen the diversity gap","302.2 c967      2008","","2019-06-05","2019-06-05","cla,wwa","cl,ww","1","0","0"
"irf","a","Book","0","305.896074 b877 zb","9780684864181","b2157993a","420908953001","1999","2004-01-13","Manchild in the promised land","manchild in the promised land","305.896074 b877 zb","","2019-04-10","2019-04-10","2ea","2e","1","0","0"
"irf","a","Book","0","201.5 k71","9781570750373","b1698552a","420908493560","1995","1995-12-15","One earth many religions : multifaith dialogue and global responsibility","one earth many religions multifaith dialogue and global responsibility","201.5 k71","","2019-06-10","2019-06-10","2ea","2e","1","0","0"
"irf","a","Book","0","751.4 qd457","9781929834099","b1840620a","420908635628","2001","2001-07-03","Design & composition secrets of professional artists : 16 successful painters show how they create prize-winning work","design and composition secrets of professional artists 16 successful painters show how they create prize winning work","751.4 qd457","","2019-02-04","2019-02-04","3ra","3r","1","0","0"
"irf","a","Book","0","796.352097 b256 ,     2000","9781580800433","b1916118a","420908711126","2000","2000-06-14","Gettin' to the dance floor : an oral history of American golf","gettin to the dance floor an oral history of american golf","796.352097 b256 ,     2000","","2019-02-21","2019-02-21","3ra","3r","1","0","0"
"irf","a","Book","10","344.73023 s678","","b2696555a","420909491563","2006","2019-04-16","Social security handbook : overview of social security programs.","social security handbook overview of social security programs","344.73023 s678","2019","2019-04-18","2019-04-18","2ra","2r","1","0","0"
"irf","a","Book","0","200.19 l438 ,     1995","9780914171874","b1647813a","420908442821","1995","1996-04-24","High priest","high priest","200.19 l438 ,     1995","","2018-10-26","2018-10-26","2ra,2ea","2r,2e","1","0","0"
"irf","a","Book","0","340.092 f831 zf,     1997","9780807122136","b1892560a","420908687568","1997","1998-12-07","My life and an era : the autobiography of Buck Colbert Franklin","my life and an era the autobiography of buck colbert franklin","340.092 f831 zf,     1997","","2019-01-22","2019-01-22","2ra","2r","1","0","0"
"irf","a","Book","10","011.62 w747","9780891074410","b1470025a","420908265033","1987","1992-08-13","Books children love : a guide to the best children's literature","books children love a guide to the best childrens literature","011.62 w747","","2018-10-24","2018-10-24","3la","3l","1","0","0"
"irf","a","Book","0","641.578 q89","9780809460830","b1152569a","420907947577","1989","2004-08-09","Fresh ways with picnics & barbecues","fresh ways with picnics and barbecues","641.578 q89","","2019-05-30","2019-05-30","2sa","2s","1","0","0"
